ENVESTNET INC,"36,911","1,645,384.36","1,947,793.47","302,409.11",UNITED STATES,Information Technology,Software & Services
PAGERDUTY INC,"71,452","2,507,933.23","1,770,580.56","(737,352.67)",UNITED STATES,Information Technology,Software & Services
ALTAIR ENGINEERING INC,"33,650","933,658.05","1,766,625.00","832,966.95",UNITED STATES,Information Technology,Software & Services
HUBSPOT INC,"5,632","2,432,529.44","1,693,260.80","(739,268.64)",UNITED STATES,Information Technology,Software & Services
ZSCALER INC,"11,311","1,089,368.45","1,691,107.61","601,739.16",UNITED STATES,Information Technology,Software & Services
KNOWBE4 INC,"107,490","2,312,062.82","1,678,993.80","(633,069.02)",UNITED STATES,Information Technology,Software & Services
SS&C TECHNOLOGIES HOLDINGS INC,"28,741","1,912,634.39","1,668,989.87","(243,644.52)",UNITED STATES,Information Technology,Software & Services
ASANA INC,"90,114","4,022,953.41","1,584,204.12","(2,438,749.29)",UNITED STATES,Information Technology,Software & Services
SHIFT4 PAYMENTS INC,"46,924","2,297,944.31","1,551,307.44","(746,636.87)",UNITED STATES,Information Technology,Software & Services
PAYCOM SOFTWARE INC,"5,282","1,608,655.44","1,479,593.84","(129,061.60)",UNITED STATES,Information Technology,Software & Services
TRADE DESK INC/THE,"34,573","1,690,415.11","1,448,262.97","(242,152.14)",UNITED STATES,Information Technology,Software & Services
PTC INC,"13,415","1,215,517.44","1,426,551.10","211,033.66",UNITED STATES,Information Technology,Software & Services
AUTODESK INC,"8,003","1,691,602.65","1,376,195.88","(315,406.77)",UNITED STATES,Information Technology,Software & Services
CLEAR SECURE INC,"63,417","2,042,597.01","1,268,340.00","(774,257.01)",UNITED STATES,Information Technology,Software & Services
DOCUSIGN INC,"17,954","1,912,090.31","1,030,200.52","(881,889.79)",UNITED STATES,Information Technology,Software & Services
CERENCE INC,"39,557","2,893,843.68","998,023.11","(1,895,820.57)",UNITED STATES,Information Technology,Software & Services
NCINO INC,"30,834","1,794,195.85","953,387.28","(840,808.57)",UNITED STATES,Information Technology,Software & Services
ANSYS INC,"3,965","1,030,059.12","948,784.85","(81,274.27)",UNITED STATES,Information Technology,Software & Services
PAYONEER GLOBAL INC,"240,387","1,899,908.39","942,317.04","(957,591.35)",UNITED STATES,Information Technology,Software & Services
CITRIX SYSTEMS INC,"9,604","928,062.20","933,220.68","5,158.48",UNITED STATES,Information Technology,Software & Services
AKAMAI TECHNOLOGIES INC,"9,979","954,980.55","911,382.07","(43,598.48)",UNITED STATES,Information Technology,Software & Services
N-ABLE INC,"98,538","1,292,918.47","886,842.00","(406,076.47)",UNITED STATES,Information Technology,Software & Services
I3 VERTICALS INC,"32,640","898,648.24","816,652.80","(81,995.44)",UNITED STATES,Information Technology,Software & Services
PROCORE TECHNOLOGIES INC,"17,160","1,140,403.00","778,892.40","(361,510.60)",UNITED STATES,Information Technology,Software & Services
WORKIVA INC,"11,662","607,839.82","769,575.38","161,735.56",UNITED STATES,Information Technology,Software & Services
JACK HENRY & ASSOCIATES INC,"3,889","579,078.63","700,097.78","121,019.15",UNITED STATES,Information Technology,Software & Services
LIVERAMP HOLDINGS INC,"26,851","1,291,951.79","693,024.31","(598,927.48)",UNITED STATES,Information Technology,Software & Services
VERINT SYSTEMS INC,"15,617","785,769.72","661,379.95","(124,389.77)",UNITED STATES,Information Technology,Software & Services
CONDUENT INC,"151,884","727,109.93","656,138.88","(70,971.05)",UNITED STATES,Information Technology,Software & Services
CROWDSTRIKE HOLDINGS INC,"3,746","646,549.28","631,425.76","(15,123.52)",UNITED STATES,Information Technology,Software & Services
SQUARESPACE INC,"29,545","1,466,881.34","618,081.40","(848,799.94)",UNITED STATES,Information Technology,Software & Services
HASHICORP INC,"20,339","778,811.10","598,780.16","(180,030.94)",UNITED STATES,Information Technology,Software & Services
WORKDAY INC,"3,895","689,087.58","543,664.10","(145,423.48)",UNITED STATES,Information Technology,Software & Services
ZOOM VIDEO COMMUNICATIONS INC,"4,998","982,950.10","539,634.06","(443,316.04)",UNITED STATES,Information Technology,Software & Services
BLOCK INC,"7,571","660,684.45","465,313.66","(195,370.79)",UNITED STATES,Information Technology,Software & Services
INTAPP INC,"31,479","819,261.59","460,852.56","(358,409.03)",UNITED STATES,Information Technology,Software & Services
TYLER TECHNOLOGIES INC,"1,357","514,383.31","451,175.36","(63,207.95)",UNITED STATES,Information Technology,Software & Services
KYNDRYL HOLDINGS INC,"44,824","757,648.44","438,378.72","(319,269.72)",UNITED STATES,Information Technology,Software & Services
REMITLY GLOBAL INC,"54,860","1,521,581.17","420,227.60","(1,101,353.57)",UNITED STATES,Information Technology,Software & Services
TWILIO INC,"4,823","842,909.46","404,215.63","(438,693.83)",UNITED STATES,Information Technology,Software & Services
BLACK KNIGHT INC,"5,550","352,344.44","362,914.50","10,570.06",UNITED STATES,Information Technology,Software & Services
RINGCENTRAL INC,"6,847","465,104.75","357,824.22","(107,280.53)",UNITED STATES,Information Technology,Software & Services
CONSENSUS CLOUD SOLUTIONS INC,"8,003","236,987.93","349,571.08","112,583.15",UNITED STATES,Information Technology,Software & Services
MAXIMUS INC,"5,028","371,139.29","314,300.28","(56,839.01)",UNITED STATES,Information Technology,Software & Services
PALANTIR TECHNOLOGIES INC,"32,787","609,841.13","297,378.09","(312,463.04)",UNITED STATES,Information Technology,Software & Services
MONGODB INC,"1,128","288,049.88","292,716.00","4,666.12",UNITED STATES,Information Technology,Software & Services
NEXTNAV INC,"123,813","579,444.84","281,055.51","(298,389.33)",UNITED STATES,Information Technology,Software & Services
FAIR ISAAC CORP,696,"196,317.79","279,026.40","82,708.61",UNITED STATES,Information Technology,Software & Services
OKTA INC,"3,003","429,078.34","271,471.20","(157,607.14)",UNITED STATES,Information Technology,Software & Services
WEX INC,"1,726","270,277.58","268,496.56","(1,781.02)",UNITED STATES,Information Technology,Software & Services
CLEARWATER ANALYTICS HOLDINGS,"22,175","430,617.47","266,987.00","(163,630.47)",UNITED STATES,Information Technology,Software & Services
CERIDIAN HCM HOLDING INC,"5,306","452,054.06","249,806.48","(202,247.58)",UNITED STATES,Information Technology,Software & Services
CONCENTRIX CORP,"1,809","192,270.98","245,372.76","53,101.78",UNITED STATES,Information Technology,Software & Services
MANHATTAN ASSOCIATES INC,"1,976","198,901.57","226,449.60","27,548.03",UNITED STATES,Information Technology,Software & Services
CLOUDFLARE INC,"4,973","350,909.80","217,568.75","(133,341.05)",UNITED STATES,Information Technology,Software & Services
EURONET WORLDWIDE INC,"2,031","264,703.51","204,298.29","(60,405.22)",UNITED STATES,Information Technology,Software & Services
UNITY SOFTWARE INC,"5,525","277,278.82","203,430.50","(73,848.32)",UNITED STATES,Information Technology,Software & Services
SAILPOINT TECHNOLOGIES HOLDING,"2,837","139,232.86","177,823.16","38,590.30",UNITED STATES,Information Technology,Software & Services
ZENDESK INC,"2,369","231,660.25","175,471.83","(56,188.42)",UNITED STATES,Information Technology,Software & Services
SWITCH INC,"5,171","155,155.37","173,228.50","18,073.13",UNITED STATES,Information Technology,Software & Services
DYNATRACE INC,"3,766","164,018.09","148,531.04","(15,487.05)",UNITED STATES,Information Technology,Software & Services
GUIDEWIRE SOFTWARE INC,"2,084","183,473.04","147,943.16","(35,529.88)",UNITED STATES,Information Technology,Software & Services
BLOCK INC,"2,318","238,925.49","144,254.53","(94,670.96)",UNITED STATES,Information Technology,Software & Services
MANDIANT INC,"6,588","133,927.02","143,750.16","9,823.14",UNITED STATES,Information Technology,Software & Services
PAYLOCITY HOLDING CORP,810,"108,552.56","141,280.20","32,727.64",UNITED STATES,Information Technology,Software & Services
APPLOVIN CORP,"4,079","158,008.77","140,480.76","(17,528.01)",UNITED STATES,Information Technology,Software & Services
DROPBOX INC,"6,429","151,378.40","134,944.71","(16,433.69)",UNITED STATES,Information Technology,Software & Services
ASPEN TECHNOLOGY INC,685,"129,702.50","125,802.43","(3,900.07)",UNITED STATES,Information Technology,Software & Services
AVALARA INC,"1,730","185,230.33","122,138.00","(63,092.33)",UNITED STATES,Information Technology,Software & Services
BENTLEY SYSTEMS INC,"3,509","172,746.22","116,849.70","(55,896.52)",UNITED STATES,Information Technology,Software & Services
TERADATA CORP,"3,076","111,067.96","113,842.76","2,774.80",UNITED STATES,Information Technology,Software & Services
SABRE CORP,"19,226","299,713.71","112,087.58","(187,626.13)",UNITED STATES,Information Technology,Software & Services
AFFIRM HOLDINGS INC,"5,667","257,751.16","102,346.02","(155,405.14)",UNITED STATES,Information Technology,Software & Services
BLACKBAUD INC,"1,711","120,189.56","99,357.77","(20,831.79)",UNITED STATES,Information Technology,Software & Services
ACI WORLDWIDE INC,"3,786","109,950.28","98,019.54","(11,930.74)",UNITED STATES,Information Technology,Software & Services
TENABLE HOLDINGS INC,"2,054","94,129.00","93,272.14",(856.86),UNITED STATES,Information Technology,Software & Services
BOX INC,"3,690","87,568.43","92,766.60","5,198.17",UNITED STATES,Information Technology,Software & Services
VONAGE HOLDINGS CORP,"4,912","74,048.68","92,542.08","18,493.40",UNITED STATES,Information Technology,Software & Services
COUPA SOFTWARE INC,"1,526","219,317.42","87,134.60","(132,182.82)",UNITED STATES,Information Technology,Software & Services
MARQETA INC,"10,595","109,761.70","85,925.45","(23,836.25)",UNITED STATES,Information Technology,Software & Services
UIPATH INC,"4,560","99,955.20","82,946.40","(17,008.80)",UNITED STATES,Information Technology,Software & Services
PROGRESS SOFTWARE CORP,"1,714","76,328.87","77,644.20","1,315.33",UNITED STATES,Information Technology,Software & Services
BLACKLINE INC,"1,095","94,912.24","72,927.00","(21,985.24)",UNITED STATES,Information Technology,Software & Services
NUTANIX INC,"4,610","113,383.89","67,444.30","(45,939.59)",UNITED STATES,Information Technology,Software & Services
ALTERYX INC,"1,337","97,358.46","64,737.54","(32,620.92)",UNITED STATES,Information Technology,Software & Services
ALARM.COM HOLDINGS INC,"1,036","77,453.39","64,086.96","(13,366.43)",UNITED STATES,Information Technology,Software & Services
NEW RELIC INC,"1,186","74,488.43","59,359.30","(15,129.13)",UNITED STATES,Information Technology,Software & Services
SENTINELONE INC,"1,618","42,860.82","37,747.94","(5,112.88)",UNITED STATES,Information Technology,Software & Services
DIGITALOCEAN HOLDINGS INC,887,"58,078.35","36,686.32","(21,392.03)",UNITED STATES,Information Technology,Software & Services
APPIAN CORP,694,"50,288.76","32,867.84","(17,420.92)",UNITED STATES,Information Technology,Software & Services
MICROSTRATEGY INC,169,"64,877.83","27,766.70","(37,111.13)",UNITED STATES,Information Technology,Software & Services
MOMENTIVE GLOBAL INC,"3,089","53,049.03","27,183.20","(25,865.83)",UNITED STATES,Information Technology,Software & Services
FASTLY INC,"2,312","75,628.34","26,842.32","(48,786.02)",UNITED STATES,Information Technology,Software & Services
PEGASYSTEMS INC,511,"21,634.51","24,446.24","2,811.73",UNITED STATES,Information Technology,Software & Services
TOAST INC,"1,847","27,982.05","23,900.18","(4,081.87)",UNITED STATES,Information Technology,Software & Services
CONFLUENT INC,968,"24,471.04","22,496.32","(1,974.72)",UNITED STATES,Information Technology,Software & Services
EVERBRIDGE INC,802,"69,467.47","22,367.78","(47,099.69)",UNITED STATES,Information Technology,Software & Services
INTERDIGITAL INC,321,"18,745.44","19,516.80",771.36,UNITED STATES,Information Technology,Software & Services
XPERI HOLDING CORP,"1,293","31,888.83","18,657.99","(13,230.84)",UNITED STATES,Information Technology,Software & Services
VERRA MOBILITY CORP,"1,067","17,522.81","16,762.57",(760.24),UNITED STATES,Information Technology,Software & Services
LIVEPERSON INC,"1,163","39,057.88","16,444.82","(22,613.06)",UNITED STATES,Information Technology,Software & Services
CCC INTELLIGENT SOLUTIONS HOLD,"1,767","16,786.50","16,256.40",(530.10),UNITED STATES,Information Technology,Software & Services
BIGCOMMERCE HOLDINGS INC,986,"41,399.93","15,973.20","(25,426.73)",UNITED STATES,Information Technology,Software & Services
CSG SYSTEMS INTERNATIONAL INC,236,"13,941.11","14,084.48",143.37,UNITED STATES,Information Technology,Software & Services
CHANNELADVISOR CORP,860,"11,330.63","12,538.80","1,208.17",UNITED STATES,Information Technology,Software & Services
THOUGHTWORKS HOLDING INC,845,"13,271.41","11,922.95","(1,348.46)",UNITED STATES,Information Technology,Software & Services
E2OPEN PARENT HOLDINGS INC,"1,506","12,654.17","11,716.68",(937.49),UNITED STATES,Information Technology,Software & Services
JAMF HOLDING CORP,439,"12,016.53","10,874.03","(1,142.50)",UNITED STATES,Information Technology,Software & Services
DOUBLEVERIFY HOLDINGS INC,468,"10,662.21","10,609.56",(52.65),UNITED STATES,Information Technology,Software & Services
RIOT BLOCKCHAIN INC,"2,279","57,501.33","9,549.01","(47,952.32)",UNITED STATES,Information Technology,Software & Services
C3.AI INC,506,"10,495.71","9,239.56","(1,256.15)",UNITED STATES,Information Technology,Software & Services
OLO INC,899,"9,070.91","8,873.13",(197.78),UNITED STATES,Information Technology,Software & Services
DUCK CREEK TECHNOLOGIES INC,593,"11,535.33","8,806.05","(2,729.28)",UNITED STATES,Information Technology,Software & Services
ZUORA INC,967,"9,817.47","8,654.65","(1,162.82)",UNITED STATES,Information Technology,Software & Services
CS DISCO INC,477,"9,736.76","8,605.08","(1,131.68)",UNITED STATES,Information Technology,Software & Services
INFORMATICA INC,405,"8,393.90","8,411.85",17.95,UNITED STATES,Information Technology,Software & Services
REPAY HOLDINGS CORP,654,"8,340.14","8,403.90",63.76,UNITED STATES,Information Technology,Software & Services
TTEC HOLDINGS INC,122,"8,190.17","8,282.58",92.41,UNITED STATES,Information Technology,Software & Services
PING IDENTITY HOLDING CORP,444,"9,067.59","8,054.16","(1,013.43)",UNITED STATES,Information Technology,Software & Services
FLYWIRE CORP,440,"8,259.90","7,757.20",(502.70),UNITED STATES,Information Technology,Software & Services
MARATHON DIGITAL HOLDINGS INC,"1,447","24,463.53","7,726.98","(16,736.55)",UNITED STATES,Information Technology,Software & Services
AVIDXCHANGE HOLDINGS INC,"1,250","8,587.50","7,675.00",(912.50),UNITED STATES,Information Technology,Software & Services
MODEL N INC,297,"7,369.31","7,597.26",227.95,UNITED STATES,Information Technology,Software & Services
MATTERPORT INC,"2,021","8,447.78","7,396.86","(1,050.92)",UNITED STATES,Information Technology,Software & Services
AMPLITUDE INC,488,"7,773.84","6,973.52",(800.32),UNITED STATES,Information Technology,Software & Services
AGILYSYS INC,143,"6,157.94","6,759.61",601.67,UNITED STATES,Information Technology,Software & Services
MONEYGRAM INTERNATIONAL INC,655,"6,459.94","6,550.00",90.06,UNITED STATES,Information Technology,Software & Services
A10 NETWORKS INC,443,"6,982.79","6,370.34",(612.45),UNITED STATES,Information Technology,Software & Services
DOMO INC,225,"7,272.56","6,255.00","(1,017.56)",UNITED STATES,Information Technology,Software & Services
UNISYS CORP,511,"6,393.89","6,147.33",(246.56),UNITED STATES,Information Technology,Software & Services
SUMO LOGIC INC,793,"6,575.95","5,939.57",(636.38),UNITED STATES,Information Technology,Software & Services
YEXT INC,"1,196","6,485.31","5,716.88",(768.43),UNITED STATES,Information Technology,Software & Services
AVEPOINT INC,"1,310","7,060.90","5,685.40","(1,375.50)",UNITED STATES,Information Technology,Software & Services
FORGEROCK INC,260,"5,865.60","5,569.20",(296.40),UNITED STATES,Information Technology,Software & Services
8X8 INC,"1,057","7,976.06","5,443.55","(2,532.51)",UNITED STATES,Information Technology,Software & Services
BTRS HOLDINGS INC,978,"5,097.83","4,870.44",(227.39),UNITED STATES,Information Technology,Software & Services
INTERNATIONAL MONEY EXPRESS IN,237,"4,733.48","4,851.39",117.91,UNITED STATES,Information Technology,Software & Services
AVAYA HOLDINGS CORP,"2,056","41,940.85","4,605.44","(37,335.41)",UNITED STATES,Information Technology,Software & Services
